"userid","tenureDay","userMessages","moodCategory"
"nvDU0aUGv/8tE899x4VNI1IbIIw=",2,64,"negative"
"bv1MZK0sXrfdh1eTVFceDjScBxY=",2,15,""
"PH1aS1dJCTmQJdxZnBccZ2z9K/Y=",2,14,"positive"
"b9xGLZ7/NbUkIO8wiHaZfiIaywE=",2,3,""
"hFZyk3yeSkXhr5gh4iD0SlzJJe8=",2,8,"negative"
"YadXuYHLcdiAVvNSdMaGuSiyT+Q=",2,64,"positive"
"T7HJAeRoBSqYGGeOvt6oScWWlWw=",2,62,"positive"
"beT8KkjpT31pI7xIseFrFTGABkU=",2,35,"neutral"
"vOBaqkpzV3IlEjxVDJ9vW7dtYwk=",2,9,"positive"
"HtVEaTxb5TpVj0M9BtkF+fxayQ8=",2,11,""
"OTnSDOAFijxpI3DVo9b5NL5g+vc=",2,25,"neutral"
"GBMYZdtDiIy4B0hiAeEgiX4rCyw=",2,63,"negative"
"3eC6/Q2EpLc1YSKvpPK0iZ1BxJY=",2,30,"negative"
"oDt9y6r9tBd7FQzGNFm31+97qTc=",2,41,"neutral"
"KKE+P7oKRICe5eXVVyXkgiPTPfw=",2,37,""
"1xR/Yte87pD5+cmWiUQJGLgqjfk=",2,9,"positive"
"ffGa7jyiyBB5VSfngd0ee0loUM0=",2,70,"negative"
"iVgBpIUxSsoS/6jTs6h76NDW8cQ=",2,32,"positive"
"2uTn71sh05RRNd4eL2QXCVHaqkE=",2,25,"neutral"
"JLnvWYhteJTvdiTiMTeW5vfaEAw=",2,12,"neutral"
"ZAtWtjWODu0BmzZnIfDzW3NGLTY=",2,25,"negative"
"dqlyU6rxfxUEaKQBdGtxCLV0VZ4=",2,40,"neutral"
"UrJV2t+G3uplnjEz9zT2dHzM5yU=",2,13,"positive"
"d/hKyRvzT4cIvzX64XSb1oJ9YOM=",2,38,"positive"
"XQhh08KoBL96P/XrPBxn/7jPHJo=",2,42,"neutral"
"iN1BBIUWMwSoT4bhEKZQ1K94J8g=",2,11,"negative"
"jB4haPWRvhgIa+QHB+LkgZ2oc6o=",2,7,""
"M7EGybw81C9gKWJ9096E4ql01eY=",2,71,"neutral"
"ZawyTcS8N59i4Q1WemwAdsk+lEI=",2,11,"neutral"
"MmZtNbUZidPBpy+9k29fmb5RuWI=",2,71,"positive"
"hbT58Cx354lJypB9wXgZfEQmVL0=",2,74,"negative"
"I+tA9fGW0qCaLrMpenp4hSm4S+A=",2,89,"neutral"
"rRDbtIZcpr7MIzXkbfl9WiykSJ8=",2,41,""
"Ok/hZTt68NAIZ1j9trzWRGqWnhs=",2,40,"neutral"
"UyJbnS0RNzuUGwsIQrLYv6uY8Zo=",2,29,"positive"
"wVy+XPEd3rPeD2ORBItv1WULh/4=",2,125,"neutral"
"YPlYnt7YK6ygjev6ewlbiNozhK0=",2,63,"neutral"
"tAOzyyImgafL78Z7KWvZXeGL1Co=",2,43,""
"9I4nnqAuNpxtKuKolRYt+Bwjiac=",2,88,"positive"
"dodScvGu+SiSXvBIzdOSlFV7HZU=",2,22,""
"cGG1CeRdGY5Kz1lurSawJ5GAV4E=",2,94,""
"X7DW4kDZ6sRfv2qlNUa1T9wjXjI=",2,43,"neutral"
"IvxEbQgXXQuQTVRcW1JQOOld4ns=",2,63,"positive"
"5aNbjRgBzFV40mE54qKRLunuCWw=",2,35,"neutral"
"RDFaSJbi7fGyUlmEej+saU7o3io=",2,34,"positive"
"YT6EBDupP+H7ZQZiT0uqsRDvQ/Y=",2,11,""
"SohCRYqI6UZXKECjHjFMnZDw8UM=",2,345,"positive"
"jNrt4glt8iRQ+LNT7qCTfOtwSQo=",2,35,"positive"
"BIZ58FIi8b+6v4nzQrGzhTi/WsQ=",2,10,"neutral"
"Lvtz719X44kjRIGLKWLzPeOnPZ8=",2,68,"negative"
"tvhM/w7PKKglJT6Qe8Ee3ny5gnI=",2,40,"positive"
"6Ihs32ZPsnDnwq3dfls5/b2rNbU=",2,13,"positive"
"G97rsqJt8Fqn1cDO95knfF2l0UA=",2,69,"negative"
"ZTK2KbR7aNmcaYL8O7PWGv7H+dc=",2,43,"positive"
"B0jfnP7N0Vg9fHhx6HOlHqbApds=",2,31,"positive"
"Xvj51IhyGtQ3n8o2fu5GVNXgRhc=",2,32,"positive"
"GOg0iYThfZX7KzdWu92mt/1V72c=",2,53,""
"1j+U8sCdH2AzmHzRI1RLZx126wI=",2,15,"positive"
"UKXfa67IktExQqN93y5DAfCKUPc=",2,10,"negative"
"LunIjNQYGlIVCqBXykQgPuA4qSo=",2,15,"negative"
"nUvvMU2iIV74qBN0o522aBtDp5k=",2,102,"negative"
"aSi+NbOaNQXF0a6qqknr16d0hJM=",2,141,"negative"
"YBek/RQItETKDnu2LS47qJMtBLw=",2,70,"negative"
"aV0dTsWhCk28G6gfJsAkuA0ByTo=",2,69,"positive"
"9vFrVGU6RKowDSDJxNV/7nvxSw4=",2,13,""
"yNG5k3EHyreoOTjvIHTpvvecSm0=",2,46,"positive"
"73uhfXpMWvYdjk9iwDUKqsAa0Nk=",2,14,""
"6w+1mL9wPwnHxd737FpFOfgAVVI=",2,12,"positive"
"TVgfoVenzM7Q2KFEg4gnYUKKqd0=",2,8,"positive"
"fDpa3lDEDUIGpU+wx54SMyQtMtw=",2,10,"negative"
"HXVX1QuCTWBOnrNlzMH5GzK2K1Y=",2,88,"negative"
"kpAIuK3EpjordU3RwLwmXmOGhNY=",2,159,"negative"
"zozIrbTiEkG+i1bdw3i7IAkxBkc=",2,45,"positive"
"lCF/U2Lo2+15GxWcpM6fNfupxlw=",2,122,"negative"
"WaSYsVm6Mz+rB5t90529KmXS6jI=",2,36,"positive"
"p3O8IqUrCsvVeXX8JLjnllTRpdc=",2,21,"negative"
"NahYwS2IjPpIHFo/vQEf/tSrqz0=",2,18,""
"K7sP6g3ilPcJt3rS3512p1TnY1w=",2,13,"neutral"
"Frfz0gTlR3qgF1qq6bZ6c1KqA2g=",2,43,"neutral"
"kK0Kh32WgZ1NUOSrUpheb208wPY=",2,15,"negative"
"Zil7wzzwZhed2wmFOZScMbydb3A=",2,46,"negative"
"/cl/0iAtomQBXS4ojkfybSnzM4c=",2,34,"negative"
"t/BYMlAhmvF3LciT60F/bSfySrI=",2,9,"positive"
"NZBanjTmBLadDAFHgm3EvYl3fUU=",2,32,"negative"
"u4732nGwgwMIHHImW6AE01HfNFU=",2,124,"positive"
"FcqiVxKh7QC1u/jOG6zHwixP8UY=",2,72,""
"AJje0wZvflVg87/f8PWrDcC8whk=",2,22,"negative"
"3CW0tBfjE0m2dygE35c2hVp9WOg=",2,54,"negative"
"Tea95zrEG+JY7d1prSupQbuI87M=",2,42,"negative"
"+5q8+0EoNOqE5vgVqa+h2zb4r5k=",2,46,""
"4rQoxhNSo3dOa2diV+/tnIomT8k=",2,31,"negative"
"THw081iyDxUe1x1G8rMr+f2cZ8I=",2,30,"neutral"
"XUEBE+R41xsv5qbNxd5LUFjiFUM=",2,27,""
"2acnxzoUdio66reTmdSEiaTOabk=",2,54,"positive"
"GsI+rrZ6wzBlGDJnDWvBYQBIBhg=",2,30,"neutral"
"4eZz6ajD94UQNj0rAAtYa2hBekQ=",2,32,"positive"
"pAzxiVDBAfewT5xZauK9QUsf2J4=",2,43,"positive"
"gE03qC1/SO36S94fxzkH3ms8RcA=",2,43,"neutral"
"E2fEkzA9tzC4rsv4xGvRokXmaS0=",2,32,"negative"
"ywwgUl/NBcKWLnfO2yhLib5E8W8=",2,59,"positive"
"URkn/F4CvNfD1WfQLQ8cwnohaqI=",2,43,"negative"
"A4B9u0wIUEDgYgIONSxdAXjkXGg=",2,60,""
"Agf5jcNeuY8a3ErUYiYYpEqY9AE=",2,8,"negative"
"FX7SF8jyjW5WSSSxlWG1ATA2e1I=",2,42,"negative"
"43ncv0b+3EAWYe5BZkrIWCKxQy0=",2,5,"positive"
"M0evRNUB6oDgl9vFrqOJIdW3pYE=",2,20,"neutral"
"PkhuT0npSY6W7TX099xgfAeLpGQ=",2,74,"positive"
"jXV4Li16AOycv1sbCASCG9X5GSs=",2,87,"neutral"
"k3T7B7ggWhGuuNaOgxD0SZMMcO0=",2,30,"positive"
"o1AZs+N50aGI0AzFTl3MXkeepSM=",2,204,"negative"
"dGJ15fDGFS1s0oxu6O6P1eKSHZQ=",2,74,"positive"
"J0ObLiUcazLKflRaQjTpDatb10g=",2,34,"negative"
"0e9tTu/hls9psbu+aC6cenD5Yik=",2,15,"negative"
"0VOKFnrYw3rbRUE387wXTc+uWyA=",2,27,"negative"
"msWNNpuYkuylJHkoJzb+sHGL7+E=",2,45,"negative"
"GcQErcOXylotnYECUXTWN3iHprI=",2,33,"negative"
"cYZVV7UslsjGhGn/UMJji7Phu0w=",2,15,"negative"
"PEUbzFZ/mvfhqzP7VT32vmYmGVU=",2,37,"positive"
"nTmGZ6Vo4HCmKcnwczVfFed+llk=",2,41,"positive"
"QMLc2uluG49HC5QRyD9CVMC4vqU=",2,111,"negative"
"S03Bzl8kw5oKbMw9F49xevrFR+Q=",2,51,"positive"
"ZbY87Gp/Nwx9Xei8CQd1O7m9G94=",2,69,"positive"
"ssr8SrwStDT73a9lqbi5mpLL6FM=",2,24,""
"dTRfiwkQIaXJLamoGpveJLhuYPk=",2,72,"neutral"
"cAqwXP0lywvVDIcouKBtQL40Jws=",2,159,""
"BYh3pIOyyj9foEGQpI+CW0wVMGQ=",2,31,"neutral"
"mtd+KZGNYgi6ix8vuIxY697OnUs=",2,40,"positive"
"vFLWPSGMWlXkA4ath9VRF8mxPt8=",2,50,"positive"
"r5fO8D+Uoy9CcW4UQXKgjngUEXw=",2,50,"neutral"
"BCXTeYrTyUq9IbMm3WqKgQazfb8=",2,10,"negative"
"K2Ytkdc6e/ntjvJGwMtVjP2b2M4=",2,17,""
"Rw08NUBAFIz/OSt7OFeXbBXu+Os=",2,54,"positive"
"eFW84QDefAxtwqZCE60umBN1Dlg=",2,45,"negative"
"Ucug4F0pwubLpbsuw4Vi65/V8qA=",2,46,"negative"
"lYj2tPt59bTeD1O79LjsIs6yrVo=",2,9,"positive"
"bJ1sSuRJPYc5vXIdyItdqOsvzeg=",2,58,"negative"
"oErC5sktv8Xan+Oodwa8MMK8aZg=",2,60,"negative"
"IgFTvj6ieEvG3edezsRNI6aH+vA=",2,9,"positive"
"HHHo0yIByxOptKi/D0tG68CTPNo=",2,31,"negative"
"t9cUozb9NcSnLEkVrl2mcIqGTsA=",2,39,"neutral"
"khXhHIpgA2QzLd1JF0a9rW3xA8k=",2,37,"neutral"
"j5R2QBgVn30Adm/tcmybSIGLUMY=",2,6,""
"WqgAwEL6ffMpCoJVWxlWSHshWr8=",2,99,"negative"
"dh5fMukNkDoxMthWF5W3oeFBqq0=",2,11,"neutral"
"ACl9NPTytTwcpuyGyvIreBKmTb4=",2,102,""
"B/rRJ69a3KAKCCK5UCG+hne7BjM=",2,58,"negative"
"RxH7W0kvKTUziri8wGzMhVOyWK8=",2,36,"neutral"
"SFJixs5Ob7BVKNfcYJmOJAHCrjo=",2,67,"negative"
"T01WlGhkcovoPL1ItXZNYMQTsFk=",2,92,""
"XGKMPu4iOyObTLX9foL4vR+lnXU=",2,11,"positive"
"y6TNVjh9hi5odFNt6AZEomyEqck=",2,46,""
"u2RcCDhqLwrchCjuUEYpWg3zksk=",2,11,"positive"
"EgwPKJcxdPf7bTZbrc/8QotY36c=",2,32,""
"8hLqGF8MJznKg3j0q1tilV+LvTI=",2,13,"positive"
"9J9ECdKc+twptFyAP5Rneb397kU=",2,29,"positive"
"BoHoNY7/c7dFJLcr/i7UKSutg2I=",2,42,"neutral"
"yyWG8xd9A9m8bqg4dw9dlXR795A=",2,29,"positive"
"myWvW4Hf0KrH/+7aeFX+p/WgAeM=",2,52,"neutral"
"SVhMHNMvc2btf2jJgBbsVXhgseE=",2,28,""
"r/rSgGtOGH1SHKlYXWd3fCyahk0=",2,14,"neutral"
"y1AYwe94w+l/baVQDogbbE8hZnE=",2,44,"neutral"
"NMDj6pCdWIbeZzBnzJle8OuvFLc=",2,32,"negative"
"HHS7G7yuMzHt6+JZzJ/25D+eQGg=",2,36,"negative"
"ym44Qj2ZlJfsyEu+P3Nr335RWmo=",2,102,"neutral"
"6MCx+IqFukjW3WRh7svVtmWBweY=",2,43,"positive"
"PQ1196RlOSKQStE7eKjHSA2p4wU=",2,133,"negative"
"etzpIFJWW4Zb5aRVBDbUSPPa0p4=",2,41,"positive"
"EaFA3C/+XfueQtA8eJl9LP1Ke2I=",2,58,"negative"
"6sw+VSEj+/QVF/6equh8+UQahK0=",2,48,"positive"
"up65ky6CmnU+HeNRjsEf+KuaGqQ=",2,34,"negative"
"Obz5/cBxrLBvCosiYqIq4ex9N2E=",2,73,"neutral"
"8SlOsqegdNVAnnqbvn8Kh2VVf54=",2,118,"negative"
"do67HOjRtL1PC1SqWoxPs9UFem8=",2,65,"negative"
"ScU32icgHLVanLxk7FSyqWS/XfU=",2,102,"negative"
"KamhowewvbT/Y9gGJyh4UDJVRyo=",2,38,"negative"
"c0HvAiqjIGY9PH2wb/7l8BW+ZwE=",2,12,"negative"
"Zp0u9fV8YhwifKP8kqEYrZG1wCI=",2,8,""
"9INtlqKC/scKxFnaC3LY+8yIgGc=",2,35,"negative"
"F3Ht7PMT7yTrRmmoD3NFOjB6HBM=",2,12,"negative"
"gsyGgdohKTGhGy7eYeAeYwOe+Uk=",2,24,"neutral"
"uko06dQpEBNH7GmlYdrf27f5FzU=",2,73,"negative"
"I+Lu570pzdjMrRmaq2uLX0S+3Uk=",2,58,"positive"
"UvhnEuxPSuY2J5k6UFUHCPuwyTo=",2,13,"positive"
"4NLmEvFqi8rzPCIcpM7VOJ8tnl4=",2,32,"negative"
"qXH4pcyoC8kP3gZ1QkE+Lf3Ppfo=",2,90,""
"5kEpsUqLLpaeHkvArAKYqUP+2Pk=",2,48,"positive"
"A14Yjvogs8gTWFkrAr6QYLqzUAQ=",2,180,"neutral"
"Q8M+oBL4bQUntW+WM89LI/XTbMs=",2,47,"neutral"
"FfPTwaTGeGrXag2FnGIUjASurSw=",2,44,"neutral"
"CSZf591WKf3npAeEeXbvpKNMQA8=",2,47,"positive"
"aA6gXnvq4StTTVlkEWYJ0Ti08rI=",2,44,"neutral"
"D4jwETu9WwdUk7MFuA8k5Zn7FYk=",2,28,"neutral"
"blothh/z9IDmpI/B0X3flNCOBCQ=",2,47,""
"+FBAG2KxtsHyUBiSavb2N5XXgRc=",2,36,"positive"
"bFqyGfSROVXfbRa9Vm9qP2r1h98=",2,43,"positive"
"0TELMuoHpuwuELevL2M7nLrmX34=",2,60,"negative"
"wIFL0OoYdIsH4wLJBb1uHhL7ne0=",2,45,"negative"
"WwyGDpOadUj7yC/LCRH+pJEuks4=",2,52,"positive"
"NR14MQfSVhRiZ00WLqyUtGlXiys=",2,45,""
"WUVPOgpQCurGymXVTx6wbYXLdC4=",2,33,"negative"
"z0Hlr3+ERMf2y+MAvo+RnnkK9Qw=",2,71,"neutral"
"y3s7GGoM522qgKwCjNFVnHNzwMM=",2,31,"negative"
"PcT4hanEW2j+LDuH9l/DLMjf6yA=",2,116,"positive"
"lOw9BWTsRs3iiaZ55ySv5c40rgA=",2,29,"negative"
"dNcjBInWHnWgkLLSO762ly9c0JY=",2,10,"negative"
"c+Nlat1xDMKesUlTfxtvETTRa3A=",2,57,""
"9Mbg4xm3QPB1AF+SgB8Kh+C1cP0=",2,14,"negative"
"Zwk1dq3h7UeQdTM4xXXoZJRRpH8=",2,22,"negative"
"gwwwGDLlINVi0Vh9N9OVkKOK6GY=",2,22,""
"6ifP6IWTR5no7h5PLED7Z3bUIV0=",2,11,"positive"
"ixhvYHoyjhkU2M+naiMfqi8PUUc=",2,40,"positive"
"RxBrvMo3arT6wK+VuyHQ3VEiayE=",2,30,"negative"
"kqCpj+/ir7YqZR8EXyklQc8B8x0=",2,10,"neutral"
"/0M3Sj208tNStj/hpqNoanQk8WA=",2,28,"neutral"
"1pPGsxa6Z21bTAIdNS73cAO+spE=",2,56,"positive"
"PC4acvpq5bjySjBwLo808sHWaFY=",2,29,"negative"
"iYUW7OKMHUIxUmzDUtpyiMVKS0A=",2,35,""
"H5Z5EFhluvacs2TVzjw7FgLYVlQ=",2,18,"positive"
"UT81w4Hb/f7oB2fKEShG7VUv6pI=",2,41,"positive"
"H+9nk0fOgnVFsWmag7w7VDVNwrs=",2,51,"neutral"
"98YGG8pmaLS+yrmI5S7T5pTuE64=",2,112,"positive"
"m4At5EgOvK7YmlqoT8bXqjvknbs=",2,46,"positive"
"Tez86xfOTYmNpogbOkmc/Aa1XmE=",2,13,"positive"
"J2jYh6jG8epOSHCeOk+qric4VtA=",2,14,"negative"
"QQHS79v4wjZHVwIjU51nDZDPKRs=",2,68,"neutral"
"dihDhp9wG6cHyz39R0PtU0Dh9m4=",2,30,"positive"
"pxDJ93dfQ6PyjGe28ZAZnGUAZ7Q=",2,22,"positive"
"Yg2McbUCrUP7iZaONC2QmsMbjTo=",2,39,""
"MYEYErYYoIEi5Qa0/UFpD/7vZeg=",2,48,"positive"
"ShknPCZwo7/lmJJmdbOM/Hi7dUo=",2,42,"negative"
"o5J3OYkqL2LjdpMJqHRV6rZYrA4=",2,25,"neutral"
"5XIcTK1Ek0d1xY5HwLRJCkhCkKs=",2,30,"positive"
"laVo4iCQeaTJgtpNMuegPHbZj+k=",2,16,"neutral"
"8b2X9y3ZfmgPtewjmC1GDzaUl2E=",2,71,"neutral"
"zzw1WvxYozVcB687o/4bM35fqn0=",2,12,"negative"
"Jt2t+6xqCE4RTu9VrSrg1vNBo4s=",2,13,"positive"
"E2jB1HMIS1ZnVkYWW/T6Yvf5WtM=",2,94,"neutral"
"9OLZrmSfY18Te+6gwFKO0mmGVdQ=",2,42,"neutral"
"pEGC0Pzm0o21wifBQpFwXYrp4es=",2,34,"neutral"
"mCrWrJ1enKc3Eu5AUAfvqdZSzi4=",2,7,"neutral"
"6VuLr7nupM5gv5ZvE8uPx+TCiM4=",2,9,"positive"
"sIs9/2+x7HyU9bxHaKdqC0CpJKg=",2,38,"negative"
"uYgrAzB6ucXD7aKhyvf700ERYzE=",2,30,"negative"
"Zdphd6Mf94pktafYIbcstYbZyGY=",2,99,""
"Uy/49cEd0rdquzZnx6MS9YIZ5PY=",2,74,"neutral"
"qIFMV/mHUuaU4t6NE3AgWxK8qAY=",2,69,""
"Z9ArL19k0kypZgTXOg6l4is5TiY=",2,56,""
"MVHhEz+xoY8EfcjqWGuVQiLUhQk=",2,73,"negative"
"mgTXr4Rf3lh0wW/Yf3/rCwUPym4=",2,111,"neutral"
"B6e5esZBlWDubYJb2AVJavLAChk=",2,38,""
"Fi97eon9Hx6Uqaa0NHud+M+ZBOk=",2,70,"positive"
"j+dtlzHqs5aRk3W+e7jvAYjMqSs=",2,49,"positive"
"c6gwg76lC5i9LcDvAhmu524lLj4=",2,59,"negative"
"QFfau/mz2mUOdGzgSrJAsy6MLZc=",2,39,""
"p1hs1IQDJCtmxi87xPifaX4oSUE=",2,77,""
"wd+o4MZkufGdIwFfHP8l5nLFpQ4=",2,109,"negative"
"5hhWAtqhv/HN+Sndu3IgwinPD+8=",2,55,"negative"
"30Dv2uyU/UukrR0IoJnZCML+Jkw=",2,11,"neutral"
"y7aXyIgWblTRFl37UAymazrrLm0=",2,27,""
"oVnmUFbRE++xpRDKhhDNaYyzNek=",2,7,""
"Gx3mWhGA2cePz3zxRUUFdX0xMoQ=",2,33,""
"Dr0TPpxhgj4Sas3+C4wvYA+68Js=",2,62,"positive"
"8SxraW4J7ygvfp8z/eQAr/YY974=",2,35,"neutral"
"DtnpXKN7Btc3HNONZAiwXoqdg4E=",2,32,"positive"
"iDwWDUUN7LlmKnjt4zjFlpLuV5U=",2,39,"positive"
"9wQvuRKfzRSILZzf+IkSdMoA/QE=",2,103,"negative"
"QJzAaVu5l43de7ZxfKRqs4ULH7o=",2,52,"positive"
"rLugWXYkINLHR6t94JehP7W7LjQ=",2,45,"neutral"
"Fxuf/+EILPPBljMrkX0nxv/QG7k=",2,134,"negative"
"b8tNRlP5wYM+nS+SGc+Xsr6X3as=",2,2,""
"vVXSjPvYSz54AmOfhjbTq2JZP/Y=",2,33,""
"qGJO6jrbs+GaV/KiSTCbnURQIAM=",2,16,""
"W645mBTsHoXaXdd94dTOpvwchfw=",2,44,""
"Cc4A/IwexSOJIjqmoSuqRrkq35A=",2,31,"negative"
"5XqQE4M+y0inuI8uZCVkvrhGpmg=",2,49,"positive"
"UDT6stxh39OXPQD6IhNIcqyNfoU=",2,34,"positive"
"QE2djLNU/Oi2kEVdQYKZFL8Gd7I=",2,42,""
"CeKSGALMN+L7qQ2VBWeBffPvyP0=",2,15,"positive"
"Je7ahnHrn0fpCAKVww4eV7iHrq4=",2,1,""
"4YVORn8N77ahdyvl52g7aAmsky8=",2,43,"positive"
"cRWPCSxhE07CzeqOkzMt98vGHxk=",2,44,"positive"
"YoFPkS6hkIi+UaEK0rDXuyqbp08=",2,116,"positive"
"dVMIghpv0l6CftL3tuFk1f4X2fQ=",2,18,"positive"
"NkraXqpMq3la+KzgyNHBqz0ag4M=",2,11,"negative"
"IHevarJxvf3CkyDPbuXbExzDzwA=",2,16,"neutral"
"RQcJyZkzg7IWB57w8bDW5qn3pTo=",2,34,""
"lsDp1NC2em2gNFDnKa9RAehg0JE=",2,29,"positive"
"ZP9a2q/3+oG+ZxJ1H8bvQ/d2IlQ=",2,92,"neutral"
"Mb4vxykXSm4W123gIamg8AqkEbo=",2,16,""
"GU+fWvEbA5ki+A04PiNccy38zg4=",2,25,"negative"
"vXC5uSNmSviEP4P6oGzu5QY6hCE=",2,14,"positive"
"K4KjegWZCQ0fJCkzAx//tK5MC/g=",2,54,"negative"
"y2w64sO5HnxLc6Q0EpXnjjUVt30=",2,2,""
"MCEa5VUYue+hckL69ecnYuZhHzk=",2,41,"positive"
"cpvOncwZIR0xu5jq5UsGADbjwOw=",2,9,"positive"
"g8L7ELNer9aQZMMgIaVG1fxhwVs=",2,130,"positive"
"nvgyJ5h4j2InF88hIpbxVsJnxSc=",2,9,"positive"
"8W0pWoUnVEVcbh4kgMSxjpASeEk=",2,14,"positive"
"epSoNKTUosrOQyyGu+xu0MY2N88=",2,40,""
"lXwxfLMhQIjAGS8zxHPhgut2W/4=",2,35,"positive"
"4zWiRWmNbHrfaf1SawmZe0066j0=",2,44,"positive"
"UW6ppqnOBRjoAo8zRg8NwojvWuU=",2,30,"positive"
"g5lv7xO4GO1T5uH/ww3yGOhL92E=",2,33,"positive"
"97Q5Ap6GsGhxqqO+Ou2Ffo0VKow=",2,40,""
"7bLMn+Sw/KxOT5e2VankwSD0AkY=",2,97,"negative"
"u1oqcpvAcfFsz3AYJrjvh9JupWM=",2,59,"negative"
"A6z25ViTaB8vbmmnQJTIDrpdGmU=",2,77,"positive"
"vK62orkITi5NTsH4PzgJ2FsqKnE=",2,87,"negative"
"N9xpvC8yzqp6KUVahanSO6iXnjc=",2,33,"positive"
"spHuRXeOXXGa8JLhEWfewXbON+g=",2,43,"neutral"
"JYy5cPHL3DVBP73ARXxYMFdULfU=",2,11,"negative"
"GhJCQguOhxgSP+GH/l5o8kFhN6A=",2,92,"neutral"
"tdbpNAzP32tMIVmrVTJT5VwWeeY=",2,122,"negative"
"rpV4IvpsHH5e3dUBS7VPVi599pE=",2,5,"neutral"
"M1IrjzGxDg8hGOiVfqRs2l3Vmxo=",2,178,"positive"
"B3Vi2GFiovugBBJ4ahItDVReOZg=",2,41,"neutral"
"sVOoEeblq1DYcjiXSBpJ1DCRKI8=",2,45,"negative"
"W7nK4AkPJZELmfpuhEAmukT3yfQ=",2,17,""
"ZB0t5o6eMAqiXyd3tYBi+ynXZqo=",2,31,"positive"
"QSzwjE8Ed5MwYJtWox6o6imlqtQ=",2,13,"positive"
"BLDduLAhP+MyRwo2HQLda9WaR7g=",2,55,"neutral"
"OTVMxtoBYDnxFe53e8shCABZ1+k=",2,78,"negative"
"b5qw/9EKSUoPmsYXCm1HFERUxrk=",2,31,"positive"
"cJLzoitOvk0412dBzEdQiQFYl34=",2,6,"negative"
"1GI4SCE2SR2aYpgv3hlrrT1ynEE=",2,25,""
"V8xKYMOt94zivnu/GNji6JBZM8k=",2,43,"positive"
"TK9wsV++oKQTBwTmCCrCCWt9o8E=",2,72,"negative"
"rhggDyyK41M18uDUGKuWVhTq9Mw=",2,108,"neutral"
"ETBBpEmBVQnWWo+SzArw/osvdhE=",2,32,""
"RPyFFb9cgB94QZLe7NilEPcgfZ0=",2,32,""
"TB+nETbKYbfAAAuncUVIMpDBR7w=",2,68,"negative"
"kSX0EuZ7zC0+MX00OcMXu/vxPo4=",2,31,"positive"
"GZ8n7IVyxsZ7QVrVmEnRQPVhdFY=",2,43,"neutral"
"i8MN2t/eXYIBbEK+WQLW1Hdha64=",2,10,"positive"
"F2yGnbYIMVS+EyM0hsS4EiynKow=",2,24,"neutral"
"UFoiE36/qL8PDNDo04fEHH9AVEA=",2,8,"neutral"
"OBLl8FvTghyTGnG81KKdwy0v6u4=",2,41,""
"/uqLkmj7cFV+PdFP/+tQmxJgi/A=",2,82,"neutral"
"rhj1/bpcUXb/ejTzXVl7X2POsnY=",2,26,"positive"
"BmOlViqZSUibZVrODyUM9bO/qYE=",2,10,""
"y/PjSLb6sv0T7VMLHSgSCi/Aw5I=",2,19,"negative"
"vmhv6aaGBsOsia9h9K9Vv7i+JlQ=",2,123,"neutral"
"/DWHfJz6wdV8Eb18/j5SUdHexZs=",2,25,"negative"
"G/vRxcnb0POsliP1TdSXXkUj2SA=",2,61,""
"Mohtl1gwLmQR8twfPqViW1ZfC70=",2,42,"negative"
"PmL3Z/ZyF3zmozZoU7gpNlY3EsI=",2,12,""
"zk7zJGq2bfwfVEh1eROsjbWw0qw=",2,31,""
"KV2yyZW+0z8Ur/XFu+Mf997AP7w=",2,27,"positive"
"0kOrjZPM5txqyOrMx6EMM09E29Q=",2,52,"positive"
"G0cAboRro36+zwZrdzgFulukVbQ=",2,38,"negative"
"3Phqlb2Z+IdY1MH2VZoKYr0Ipm4=",2,44,"positive"
"bI+l4BSJCzzLTY5KiYtye66OBlI=",2,32,"neutral"
"Y5bS20HHYJ66AWNYGqvOjRfqUAg=",2,10,"neutral"
"bK8fNiI/L9Ij1/DUyP8kMI24QCA=",2,30,"positive"
"mnMr08G40G2qRABEAY5zsC4S16c=",2,7,"positive"
"oaOfIBxoCdJI5DRAIY4gnd2evbo=",2,15,"positive"
"gNSJizNqdaYgoZ0CfJqLtK6t8to=",2,30,"neutral"
"j80wpoEQdyhjLyZTNjiM84jOJG8=",2,56,"negative"
"g7xvRX7klkj/UX0+uGvzRxl70SI=",2,41,"positive"
"NdSyC/eVJUasNpEEi6PaAsdAQ6w=",2,165,"positive"
"OzwzdEz62rP9Rl8oVIeyFrA57zI=",2,68,"negative"
"eglrBktu69KgayQ2u3JIn/pRsaA=",2,11,"positive"
"5NO3sKee9TDp7a0HHNWSzHCK4lM=",2,61,"positive"
"BvNVNZoEryB1tCQGRcWlmDEmN6s=",2,50,"positive"
"ee2LHRR5UcXKqoyJZFgrnEb3Vls=",2,55,"neutral"
"duYRgWg6ikKwITgo7T8PK1vTDqA=",2,68,"negative"
"iPutwAKZAGkg0jpVnejYvZMh5ME=",2,29,"positive"
"LalUh+EHg2eIRN7RsWBtlYQBG4I=",2,30,"neutral"
"c47O86WDhGLJqndETvFmKZT7CqU=",2,68,"negative"
"P3SPJz4JC7oLKM25fWRrI5PFS38=",2,31,"positive"
"v5Vm4tm3wxp8haENcw7juTjFNxY=",2,3,""
"06pK8gaNvMTCorUJlzivOcu7hwU=",2,28,"negative"
