userid,mobilePlatform,tenureDay,waiBondSubscore
VGR9kCmatKdEP930GWSHniCIJc8=,android,5,3.25
sArvlCpzlXmNP43omCicjKdnRbM=,android,5,3.75
1UUuzWmUEfp9yqJ2CEcFHYqUtr0=,android,5,4.25
aZlayAk3cZcJSMLApjxOWL3sXrI=,ios,14,3.75
r42PBtKbX/GtlYUTT/EY4Ee5Cvg=,android,4,3.75
mQmiHvF7MTN6p/WdDhmH6jb1PI8=,ios,16,5.0
UNJAoMkCuHTNKcadkEzDao5wVsM=,ios,5,3.75
vFYttjG8J7Np1GzSZy3r7sut5AE=,ios,5,2.75
uBKnXEOiilzkOGbwpi9aY+XXMVo=,ios,5,4.75
dihDhp9wG6cHyz39R0PtU0Dh9m4=,ios,5,5.0
+0pfU/ormz318pPBTZ6cWtrgHkI=,ios,5,5.0
N7VjxMr0/n5bEIEMuvYLUyTJbC4=,ios,4,3.75
pE6MIODa3jZy6dqg/6iTqM7G3IE=,android,4,2.75
pE6MIODa3jZy6dqg/6iTqM7G3IE=,android,14,4.25
nTSsfNMkECSYqk9iQqNhuadEtOc=,ios,15,4.5
uBK0rnIU1/XXh+ZFPcRWK8gdgDs=,ios,4,4.25
dB+jjMreKdFVbth6/brpmBwh6kQ=,android,5,4.75
8w8mElfiCOdH4u7xQ2q4faqBvuI=,android,5,3.0
I4YNO+aqN3OK3eWqKbjhrBnPMZM=,ios,4,5.0
/6D5aCo936Mweg6nrVyCSguDXjc=,ios,4,4.5
0V/9oFU32HXBh4f4AW+qfNdVt38=,android,14,3.0
9xGpr3C0EoBJV3kbzMBSnvpmS7A=,ios,15,4.0
jRfeogJvo/j+41yL1sjuUOk/4hM=,ios,4,3.75
Hj3297mxacNwZSXBqDZ/XVAomuQ=,ios,16,4.5
Uaf9oYcf6PAVXy9QBynsMxKZHxA=,android,5,4.25
R2yLtcgigppk8Do1k9R6z7UG1jI=,android,6,4.25
SVhMHNMvc2btf2jJgBbsVXhgseE=,android,4,4.0
F7+k7riBl3o/19iUVjizwXKPDs0=,ios,6,5.0
+tMWOGPyMGNdAwXkdRENcLSP03o=,ios,5,4.5
jaSJF5J5M601YGriOITxYWUoUt8=,ios,5,4.5
4nZO+Pq3E+yrErbRM2nsa0ECZwU=,android,15,3.75
m4VhHMdP90OjtcWWMRikuCZKvX0=,ios,5,3.0
zZvnBOV+CQ5VmPOB9RUnlm82/2k=,ios,5,2.25
4WwkW/ky7UptFRvRHAdVf1oMgJU=,android,4,3.25
FSRiVoikSzL6yZfv9rcAiuIDZcE=,ios,4,4.75
Mdr9CCTLNvmFEu2dgs9nVP4al0c=,android,5,3.0
RUldadbS/CBx7/YjlikyXm4StI4=,android,5,3.0
aBxfEjRHEWhV5LSdV+9KHDj6kGU=,android,5,4.0
ZQgIe7TCxL6QOGRdy4AmsKQgzas=,ios,4,3.75
cXSWDwpXkQA1pnsznxCHX72asxU=,ios,5,3.75
x9f8egJ5wvqKvorJGtN59tn72NA=,android,4,4.0
d55xJuBvm3slqaz24K1GxssJ2Hk=,ios,5,2.75
27bnfNgr14tAC8dY2uqj3Uey/dY=,ios,5,4.75
tE2ouR4QKk1u2SsAaLO9/ozNNRM=,android,4,4.25
twk4MLHOrKgQPKul59VABEMJjos=,ios,4,5.0
Uu3/vH0XpjXHinIK0G1YgpxK0NU=,ios,5,4.75
TK9wsV++oKQTBwTmCCrCCWt9o8E=,android,4,3.25
06pK8gaNvMTCorUJlzivOcu7hwU=,ios,4,2.0
fh1qwya6kaP/4bqYpp9f6aglcfM=,android,5,3.25
p0B9iy9mPCfwhNgpcXdQdU2Kb9w=,android,5,4.0
1ea1JRtIwPl23PlrYX5BSdFF2ak=,android,4,3.5
rDGFmmJWPlrArBtFRYM7XtpUN4k=,ios,5,3.75
zrgFxfOjgweEuN4yYIrqOWD7S/4=,android,4,3.5
bNwopjNwj9YYlyHyk5loZ9jfP0E=,ios,16,4.75
ZsSX7bCdkMZgmge6zicLo9j5OoI=,android,6,4.25
1VjlhLwYBaocAdrGeo1vUQJwnk0=,ios,4,2.0
NhgeCoC1K6GtEInlUlE5PRxDbKI=,android,5,4.25
hFZyk3yeSkXhr5gh4iD0SlzJJe8=,ios,5,4.5
MfCBGrWo7Lqd0kzAsi3iJ+QPUFM=,android,4,4.75
RxGuc2fd3mtsMKyAZBTgghruBuQ=,ios,4,4.0
SMyNgY3/iK1mpyyMA/Now2VJz1w=,ios,15,3.5
cwNiUMxx9YqpB6Nj6lxTilO6vfI=,ios,5,3.25
PTk2xg/xAl1Uah/WbtVRlNHcLXI=,android,5,3.5
7D6UdAyIS0AQUz3V3sw/oZZLb50=,android,5,3.75
x37ar61+Ju6ho3j0Xc2upc+OFmE=,android,5,3.0
rbL3a2Mqdt/9um2b0udqBUxQyGI=,ios,6,3.75
oYBffwdU5lDmltRm+cPONytJM2c=,android,4,5.0
YqIt5h9tHpipaFSbsXOH+Trq2ps=,android,5,4.5
W0M/mB6Vwj8z3FVjOarTMxsJbZI=,ios,6,4.25
krbko6GH347azWzYmtjQoJqZYj0=,ios,4,3.0
ikkfl+iP0fLAK3RPtHlYiYYDWdQ=,ios,4,3.75
3TfDgPQhx5C3R1LNpfg9r2WBgR8=,android,15,4.5
KLvWUxIK5mTuffUA/W3hYfJjk4w=,android,5,2.5
yTR0MrWlNC2f/drLSeFubBkb7Ls=,ios,4,4.0
wnFT9UJ49MxwAKdrEmlffkbCiPc=,android,15,3.25
9TgEV8sBXmFwrLgw8JrfpQBPFEo=,ios,15,3.0
HS1yH3gG70Mn8i+K6lycc1/nIgM=,ios,4,3.75
zhtKoQPnMvZpjtX5+DwZY0ovxUM=,ios,6,3.75
C6VaoyzgJzzfX7q5ltvWqs0u8zA=,android,4,3.75
hDS5h+504Qd3j4TsDHEiIwksXvs=,ios,5,4.0
HPED7HfsSvvWY4YKyHbGBHqtrjc=,ios,5,4.0
RbtBoDmmX2S+BS7cToHAre0M4Hc=,android,6,4.25
U+f0q/LUnI9SsjHdcYLgGaKVcFY=,ios,5,3.5
QFfau/mz2mUOdGzgSrJAsy6MLZc=,ios,5,4.0
tPig0sqJaEg2quZJ3yxc7Yat07M=,ios,4,4.25
Uq3pdPbz5VTj26DmO0U/ANA9OrY=,ios,5,3.75
zvGiuuBvrUoJlR4cI2qY4Gjp+gU=,ios,4,3.25
6ifP6IWTR5no7h5PLED7Z3bUIV0=,ios,4,5.0
m54XkQCDRUSGIlTDxoeTkqkKWEU=,ios,14,2.75
W7nK4AkPJZELmfpuhEAmukT3yfQ=,android,4,3.0
nMmRQvbgIA2OFWKLmJ7cdn+ai24=,ios,4,2.75
HQPgx4FujurADiWbTAwWFV0yUJU=,ios,4,3.25
gKvhk8WmUoqBVRv7SH4ZSYOg8aY=,ios,15,4.0
vv/tiZTxRU8750weigs+dAc/ak8=,android,14,4.25
BG8rzj7x4lWA3p2exUinoGPtydo=,ios,5,4.0
OQnvu1KvZyzez/5MyVXWbqL7el4=,ios,16,3.0
FD/Vo7OV3GAzsL6Ho+0Sni9L5zk=,android,6,5.0
RCczd2BVyMdvbhW3cVX80MmCLcw=,ios,5,4.0
I2eGt+iNJ5vnhro45jh5Uiqn2zs=,ios,5,4.5
Xvj51IhyGtQ3n8o2fu5GVNXgRhc=,android,4,4.5
aV0dTsWhCk28G6gfJsAkuA0ByTo=,android,4,4.0
vRXw446vy/SfjofEwq3eORizMtI=,ios,4,5.0
/1y/L0X9rtVx+WWoN8Q2nldF5Uw=,ios,4,3.5
i76VlbgZt13EqMGtqhWCyXv6SHE=,android,5,4.25
UEu5t+hTyHHFB9drigkJzZSlTe4=,android,5,4.25
K4o92uOWGfJiD1EFXpcXj3VkSE8=,android,15,3.75
bnVpJQBUHUlEqS25F+wugfjsuAY=,ios,14,3.75
zyfn2dxDxJFizwF+1qFKvtpOWn0=,ios,4,3.5
y2let/vqTCxByDL+EaTm1DygWYc=,android,15,3.5
ECX8kuR7XAYtFjb0/by2i3AvafU=,ios,6,5.0
w8r99Vca6sPAhzp18Vi4m775NyY=,ios,14,4.75
jaQt6hGT/tWO+wvS8kNU6XwBzyo=,ios,5,3.0
VWBXh0GfPEizXVU5nd6eWRCmUKo=,ios,4,4.0
pjAzdty+YcpatZgrYFLGAwuHkGs=,android,14,4.5
VxGf7HORZopaXLzxwYBZMiseJ4A=,ios,4,3.0
10NMxigV357rrpf+mkAd8GvcRzM=,android,4,3.25
Edd4vfEzGrA4TSICxHtE0eQtaw4=,ios,14,4.0
8iUcjBgHUzvj/lmkXoIAqSH/Zz4=,ios,4,4.25
HHHo0yIByxOptKi/D0tG68CTPNo=,android,4,2.0
9aDWCNAljvSJq1xPB8EyiN4Y1XA=,android,14,4.0
bI+l4BSJCzzLTY5KiYtye66OBlI=,ios,5,4.0
6m7xr6QASdfRUwMAYpNdaYDTAB8=,ios,4,4.5
9vk2sn6f9WoZ0jmBz28MVPQh4HU=,android,5,3.75
XBEor8YJA1xbKhohn4a8I52HS9Q=,android,5,3.0
udAxRlXDnwWLBFtQzXDXB0feuxE=,ios,14,5.0
CPbKEOG7j+saPuhrcXoxamvjDf0=,android,15,3.75
Y2sewmvru5uu/x8QTak+IpHRDlg=,android,16,2.75
AGVOYg26ViyffmTogzSiwz4lQZA=,android,6,3.25
Oh5JhomzgMemsksBsMgH30tgjeo=,ios,5,2.5
6VKJg/UTObqXejnQb4prMW54rOs=,android,4,4.75
zZaFpg3OatjBqBxYBtc6ZDfGSOE=,android,5,3.0
AlXm2Yqm3N58buinCXgCE2EBunw=,ios,5,3.0
vU4Q2HOOmJk3nGwo8zdLsLCkAkE=,android,14,3.5
GoH8w7p6iEaFj223+YWGibEfikA=,ios,5,4.5
n0pIjCIiMyZRSdsvs+fT+G+chW0=,ios,5,3.75
jo6jdHC4bdO+7qDWfK3ip3X4xQA=,android,4,2.5
2qjCzIsTeyFxOWd6DonCF9yEM6I=,ios,5,5.0
Y5Qs7l8Isa49rhgl8nRUZvqoE6M=,ios,4,3.75
7OGT3q5CuFm3L1UMz0fG509y08k=,android,5,3.75
mqo6H/Wwxbe94FNL0zeDd8lX2sE=,android,5,3.75
bgCPZkvyNr5H8EeaBcYDvD8k3xw=,android,4,2.25
36R3Gjxd4a9IIOFU1kXiovzDoLc=,ios,4,2.5
p7SVAmMcz2QV2HcgvSQF9uK6LdY=,ios,4,5.0
Jmhc0aes/C8biWpJxumnjKZo6Vw=,android,4,3.25
i3hRhxT6zLKu6wddgtrhEKIYRxw=,ios,4,4.0
YPCBvwCmgLgN09/ttLkidMW4Csw=,ios,16,5.0
V00D/1GZii2QchKP2tWd9w2xUjQ=,ios,4,4.5
OczMTdq0zLfyTByPp3hhyK/2J9k=,ios,5,3.5
l0QPbmJdKNXPLdKJf9VB46paCOs=,ios,4,3.0
Yxp/YPyMC1EaRe5Fl9NQAm5ymTs=,android,5,4.5
PVku9zYVGF9kfpGmDzydara0g2Q=,ios,6,5.0
3yhQFfY1MoD4i0M65Qqpnl+d3YI=,android,5,2.5
dTRfiwkQIaXJLamoGpveJLhuYPk=,ios,4,3.75
2zP/FJmc9xamBDw/oKeCZiSuCL8=,ios,4,2.75
mtd+KZGNYgi6ix8vuIxY697OnUs=,ios,4,4.75
4FooDauAo1lERVI3Rg6xtyY5afQ=,ios,5,4.0
I1D8KBAV93sd95NtgKvoZm1jB40=,ios,5,2.5
jKkNAmTfi2clTsbdn/HbY8I41wQ=,android,5,2.5
Ncdl4v/WIBHYFi3sfwbWyNC8nfk=,ios,5,4.75
M0evRNUB6oDgl9vFrqOJIdW3pYE=,android,4,4.25
T+QGxXmYtZWmecXmE48fya01GFs=,ios,5,3.5
UlQXIonmOi94M1KI/Oj2f0D0fuA=,ios,5,5.0
zK0ivX6Rj6UZnn23xKKs0d0Fkqk=,ios,5,4.25
LyFl+IA0VRIjaO+olkQiOkPkRts=,ios,5,5.0
n7UZMk6HjDc9ToMf2qJp5nN1xo8=,ios,5,4.0
6V/X0fBbbayy61tPmh6qF7CbV5k=,android,5,3.5
Lvtz719X44kjRIGLKWLzPeOnPZ8=,android,5,3.25
C1PmmIBUmu6u0/sjwIpv1B+/704=,ios,4,3.75
6mw10pJ9NT1jUCkaZ3JqZYqvUOU=,android,6,5.0
bRGPibsrGxb98QxdxFxTmUOeFPQ=,ios,5,3.25
qjuA8UPCbz6Bz0yy//f6dv04DbU=,android,16,3.75
pyzhyF0XyXCNTTxjEzbbOV4MIlY=,ios,15,4.0
8r3wtCmup3vQoEfgfzXmJn3QCNc=,android,4,5.0
H48j/IeGPG8kqmGGzoLwaF7CNyw=,ios,4,2.5
DgKL9RmsLviWC0dXgzVcPJaviOE=,android,4,2.75
8FkbBgD02Z7l7TwCTSwzOmFfJQk=,android,14,4.25
D0/G0HFwMJkLBsWF8nbGWGT3W5M=,android,4,4.75
GFRut1rzk0R0dcvUoTGC0RreqI8=,ios,4,4.0
Cb39Y24+spCZR+ToPeRdEPzOOAc=,android,14,3.5
w4VPe62QYAuMovpM+wZjkUJhdlk=,ios,5,2.75
ji9QuGEogJv6C4doQxxWgN+rGTQ=,ios,4,5.0
OHM3YG7NVljYBlmBCJfDUFCwFh8=,android,5,4.75
Q8M+oBL4bQUntW+WM89LI/XTbMs=,android,4,3.0
HCn3Y/OQxQCKPqginnUDgFyXYys=,android,4,4.5
4XG8jnSm+XOiexbfKuZqzewZEME=,android,4,3.75
7YU3l+kozYcb7wsxsvVt7STVJjs=,android,6,4.25
O4u9lAnn9S9Bijk2s3POvoZgHN0=,ios,4,4.0
tojqC90F4RibPIDBXoXrndx+0mw=,android,5,3.75
g/l86BCXxH7+Rc7jCD7wK6Lfvug=,android,4,4.0
ftRvgyjQ0kheKw/ae2pvSY0nu44=,ios,5,5.0
knUKju2ogQmBoHfMITCbLOw0jrI=,ios,4,3.75
+5q8+0EoNOqE5vgVqa+h2zb4r5k=,android,4,4.0
PUGnQpyzr/W98lK2mgKxqgfErdI=,ios,16,4.5
SfUoEJN2yQb16sh8GnGaYCkbzWU=,ios,4,3.5
u6d5VtsUky3yFuphXNWy7WnEWAM=,android,6,4.25
4rQoxhNSo3dOa2diV+/tnIomT8k=,android,5,4.75
O98RFDH6wcBlPm1uRXEqC9E+aFY=,ios,5,2.5
d2eWxw+yb8ZNEj0gPF6rcgu427M=,ios,5,3.25
lZx5Vz4j6M9fXKylOtBG70jK2k0=,ios,4,3.25
e+jgi6Gbx/BvBYuHZUhPR+LoygQ=,ios,5,2.75
aCrjcPdeVWFwzxw/vWv8harSCcM=,android,14,3.5
yeESJRK+3lMJunoWVravNtVDnj8=,android,15,2.75
5GCrI1ZGazcTjQcKLFwDmlGqmlg=,ios,5,4.0
DUkXSJSqELEwvMNHptxowAFoGjw=,android,4,3.25
8PV9agozyn5o/qYPqO38u3tVAGg=,android,4,4.25
ozQbkdqSyqlRIrwCRbONpxsJoyo=,android,5,3.5
qHtW2PxmgvJav4UKvI3AgMHbYs0=,ios,5,4.5
Bez/iYafov1hbikyHn0OB5npX4k=,ios,15,3.75
ReKah8hGAQjDUbZcnEAE6dMOJHM=,android,6,4.0
hbT58Cx354lJypB9wXgZfEQmVL0=,ios,5,4.25
1MB3GbFoVvz6DKcbP+MeEN41s/8=,ios,4,3.25
ZWrDhUyf5m/2FYILO5agj/qhuxc=,android,16,3.0
3abVd6HA/M2UhNeoRYpyEeNkWb0=,ios,4,3.25
IYzXIhPXp3C4EwmLrZTdKGcH0+g=,ios,5,3.0
BNr5G+pvGrItO/uGoqf3kFa1Bc0=,android,16,4.0
kfDldxvIdEn+Uy18ynLcQvgzbS8=,ios,14,3.5
kfDldxvIdEn+Uy18ynLcQvgzbS8=,ios,6,3.75
Xpubewt2qUkNhAMiVhRm2IjzA3s=,ios,4,5.0
E95wGffduzkALAHsKnXVeWCGLY0=,ios,5,3.25
ZvG6YAzXGJ0/TGPvJNzDi/c8Z2I=,ios,5,4.75
M8D4nfgpOsvuSqIxSHl9TQ/G7Lo=,ios,14,4.75
dJhMr1dpWzyACDEXDlJe9b5uxK0=,ios,16,5.0
4OkgS7lYdbHbWeqKrhxiYxOTmFc=,ios,4,3.25
ZdQoI23uIr0HCnd1Y+yeljT1kn8=,ios,5,1.5
0IkqvvM2vcMcs/MbChqEomqv00E=,ios,14,5.0
cru1JPDoGgm13RLXnULLgL6z9Vg=,ios,16,3.0
03EltVv6rU5YxE89uqprLqK57Dw=,android,4,3.25
3loXIVVTmFdcqk/AY/6sKOP2fKk=,android,6,5.0
nb8jgo1A7GlQmFPumGDTFtb/u6w=,android,4,4.25
GElKqso90YyhgMg2JlZuDMvBLa8=,android,5,4.0
RUhcPKPh8CNI26pYll+huqf1Npg=,ios,5,4.0
dl92sWyxfoByaXicJS4tPx9q4lM=,ios,4,2.25
ACXYWkzsGEdEX5d9nXsk+UU8kYI=,ios,5,3.25
j5R2QBgVn30Adm/tcmybSIGLUMY=,ios,14,3.25
FcXDGb4h6emWO3Gk+pzaVFyKaEQ=,android,5,4.25
4UcfIUMjSt3tT61lh21n4Z9T+Ao=,android,4,2.0
3R1NwCf7w/nSj+o3MXg5CQffzZs=,ios,5,3.75
fP19oE2u/P0cy+K12zZejmwdd4s=,android,6,5.0
3pPJkID2Af7tfjM+nMSC7Szhdlg=,ios,4,4.75
kYhWJYXMvyG55akmCfEBDumQ3C0=,ios,16,3.25
n0uir4007AXymamugXmv8dotdyI=,ios,6,2.0
OCUlaQtiGUveWy/oX5yeV+I5hHM=,ios,5,4.75
fWx30lULAToRnw0Aqca64S3nwYc=,android,5,3.0
YsZZQQZY6ashichbg1xWThzkU3E=,ios,5,3.0
BSGTRMptNZb7q9lWmALUokHvSuI=,ios,4,3.75
08qD4PuZVVXbKcb6SkX5t+VA++c=,ios,4,3.0
b36lCk1G9eio1FZR9KwEItJ/Zyk=,android,6,4.5
2i9jlNdqTgYbufFGpLbGeXPnY2E=,android,4,4.5
mo8qcweJaJ1p8F3DhWx/9t+6cig=,ios,4,4.25
zv03ObfoBE3Mxf4wzHbp2LLXI8o=,ios,5,3.5
MtxKydrZHQ8eRbbqIstXjQpxxCg=,ios,5,3.75
0ICu5oO89tk5bf9LVGwuxdX0ZUE=,ios,6,3.0
S230f1RcChtlgM4qi/E/UHo0tlU=,android,4,2.0
l6lTz64+mRHMeH/imVONpKkeBk4=,ios,4,2.75
NeGh5dR1HIzzFu9LUfoS9vQjq24=,android,6,4.5
c47O86WDhGLJqndETvFmKZT7CqU=,ios,5,4.0
/riueE+xw0OA/RJ+3dwZHcNtktI=,android,4,3.75
iVgBpIUxSsoS/6jTs6h76NDW8cQ=,android,4,4.0
SUb0SztcV47sFy/67wMFFfPoQLg=,ios,5,5.0
+lv3ZbbmC+H8H9N2ts+qt/ejyDI=,ios,6,4.0
9F0XFYeG4UejVWGu85DVhaPVczw=,android,15,4.25
P6Q/jYAEOZWnCGPgkZ60NUFT1hY=,android,14,3.75
DJqxNMl1j09vFg7Kbygdqka0hrM=,android,5,3.0
TsEwkacr4Ta55zacBH0ZYKq2hl8=,ios,5,3.0
n+5WXw2o8EjSogEqkPEdFsL8Zyg=,ios,4,3.25
guQvyrU0izyN4AGg0rga7VHaPm0=,android,5,3.25
QsZhzBrLR6M5NREdKtJKo9L113Q=,android,5,3.75
LMDQFK24VW32aUTTPNz5E1AgiCI=,android,4,3.5
bK8fNiI/L9Ij1/DUyP8kMI24QCA=,ios,5,4.0
ujwa7jOMCJN8WWi1ypY/8CJFDeA=,ios,5,3.5
ysxLUqODczGA5/E3aEZVkQ8fBI0=,ios,15,4.75
mocDlcGDLqGgJmmCSCFl3FWcgME=,ios,4,2.0
hL8cFXc9WS1YcPYja8SBo/1xXlo=,ios,5,3.0
i3gKeHevHkrDbAvN4MAlXElnKBc=,ios,5,4.25
8hLqGF8MJznKg3j0q1tilV+LvTI=,ios,4,4.75
bfu1u6dsq3SVhAVmp77enDmGPv0=,ios,4,3.75
I+Lu570pzdjMrRmaq2uLX0S+3Uk=,ios,6,4.25
p4FuroWhQOPxyGPyAqTuAjYRrmg=,ios,5,3.0
Zdphd6Mf94pktafYIbcstYbZyGY=,android,4,3.5
80h8TFcwYLmVmIqA6e6lP7ZmSLo=,ios,4,4.75
w1TT/1EZSFsacNM98+ifHB6bATs=,android,5,5.0
DgpBjpp+SpI8SZefzjXmsTAzHVU=,ios,14,4.75
SFJixs5Ob7BVKNfcYJmOJAHCrjo=,ios,14,4.0
dlqAC1e02YiNWa4OrMRDxrFjCoI=,ios,4,3.75
HM5jwx7x1wCMt3LkO6BZFRIIkoM=,ios,5,3.25
iPDGa1zKM18v64FzHOoK1tAX/sU=,android,4,2.75
KdHLMKAN7tp59oZnHzsFglQQtFE=,android,5,3.75
ZPc8eNqy2Hf8GDvxkZObHqT8bec=,ios,14,2.5
HxURyAtmLOnxzbINQiRkdT61nVA=,ios,4,5.0
43fD8MZq7PFaJRYGHkzhMg4UIEg=,android,6,3.75
iRT4id46O5PXJIjheSps2NePMW0=,android,4,4.75
3LM00uony9gmi051q/0HUrrbUq4=,ios,5,3.75
bNI3gjrCtdMF9vRfoUpmP3J+Mp8=,ios,6,5.0
q8Nsf6fEal9wgW7d5wgKPdUJSQ8=,ios,4,4.0
8khGzoZrjlv6ddFw4uoujjmbbRQ=,ios,16,5.0
LgKhCGnixScLPtN3ntnb//8ISkw=,ios,6,3.75
j/eYzvnOEqdaXs01v3fH6YECjh8=,ios,4,4.5
TR8clrbQ5L6XPI00niXcrXwZCwg=,ios,5,3.5
xQx+8x5joGIQXBvb72cxnAKNjNU=,android,4,5.0
yyTBn26WecoVSSJ3RuMUaCfdHfw=,ios,5,3.75
mafVCebJ+LscTisDcMqkQvDYhE8=,ios,5,3.5
5w0TcxrdQx8cC2mTWIInKdcdsmQ=,android,16,2.25
MYEYErYYoIEi5Qa0/UFpD/7vZeg=,android,4,5.0
TVcTWUy2LH55ruKlQOCvKuBKBYU=,ios,5,4.25
fcGqNAtQsbzSBP5tORNJBAOQ3nY=,android,14,5.0
wGzWZeB05SFVchbVkgMn4j3LBWA=,ios,15,5.0
Qhcq/KnYNXNBGfr/ZHY53XdKSI8=,android,5,3.75
d2WH9b8xo5Da3OGmFpgfSiKqmsI=,ios,5,4.0
PBxGOyZlLfUEcl//c2rT5pTOrAM=,ios,6,5.0
IDZ6FWmJkVqM8cR/lg1g3SEki3I=,android,4,3.5
Wj34VYaAy9YETSWtlok/tlm2bv8=,ios,4,3.5
cy5SmnieMqnGZOknUXyRuwYqCsM=,android,4,2.75
G3TQ6JOOhi86JfwSPPmr9Mp/ToQ=,android,4,3.0
oaYfI68M0qmr/o4Y1aCmV+lbJ24=,ios,4,3.5
WUGR4AoDkbM7kdZTcKNCcUR88Q0=,ios,5,4.0
Y7VWlbwgFwuOp95QtuhWX38CAPk=,ios,5,4.0
cp+hlWZ0o49TNXZZWeMW0DNlZZo=,ios,4,4.5
7dt9m37glxSmKpa0suXrBT1DlhM=,ios,5,3.75
wF97p6pu0+VOIJZ50DkuyDrsE/g=,ios,5,4.5
kgYV/G9UVH9cbVIAPtKJehZZK/U=,android,5,4.25
6lLqm7P7JNBzd8ddnxo5L2bg/gk=,ios,14,3.0
v/V9OlWYS96YQKD27GB0ClmOJQg=,android,16,3.25
rLYFCsIz0xioZ4RVcTHxYmQ3XNo=,android,6,3.25
O7sTQ+2jA2304/ZQulUafgnsxpA=,android,4,3.25
8wLWCD2ig4tydtroqJ4HmYQFC4w=,android,5,5.0
izOcwXf2ELb0/KhXWE07oy7REPI=,ios,4,3.25
T3dFoRAfn/LZQxErqHJFZxo4aAk=,ios,5,3.75
fgdz7pR9leaoIUbzUL9cAOibjxM=,android,5,3.0
6YL1zimyVyP6YbWG4qTipFm3b/8=,ios,5,2.75
0VOKFnrYw3rbRUE387wXTc+uWyA=,ios,4,3.5
drLZDX1iRuRFFQ4fEU5SyiLHxPE=,ios,4,3.25
KB4ja2AyYyi92c1Vf16WVBMv644=,ios,5,4.5
DuloInSgZ1amPXCOgOYOCZ9n39Q=,ios,5,3.75
EN8b/g8TTGU3yGpD111Fmjx7pBA=,android,4,3.75
Sezxc8oyWG0b6foIKG9A7zrbTO0=,ios,14,4.75
Ti5ESUvtu9XemaLWamt4qT0DLXs=,ios,4,3.0
XGKMPu4iOyObTLX9foL4vR+lnXU=,android,5,4.5
8EEFg+tt6MfsaLqjjQM8Xlt9wkw=,ios,6,3.25
RLFFOx+uPN6V2chp24oaBluK3qQ=,ios,5,4.5
jbP962ulVMDSfn2VVexXsTGT63o=,ios,5,4.0
o3qHRx4CWnuaaXtnZD9gg4rho/8=,android,4,3.25
QuvULvBALSGo65CqJEIhCl+FlDE=,ios,4,2.75
B4AMx+v97jBbcJfjOZKrXA0OyU4=,ios,4,3.75
g2zhRhCaZgUiRnPvtZ6CZdtvl3s=,android,4,4.5
/u9qaQ40pbdrqr/6x+L9ZIMzs0M=,ios,5,3.75
Ifj1uaF+DTHctARaQcNaOL3lbQA=,ios,15,3.5
lITPh/u1MWtAMb8+5lwQFT9YZ1s=,ios,5,4.75
h6efs1A4CU2LCT5oWcZAUcazRxc=,ios,14,3.0
6XiLq238fu4OYBr7xZ2JasCg6ek=,android,5,4.75
ySy0YS4sYvZYzwRT/uYAQt1fkjk=,ios,4,3.75
xVRHblnUFZvWnzXkmcONyJ5I1no=,android,5,4.0
8PQJYlb/4QCQ9nfTZledW9KxlSY=,android,5,4.5
zSCk346+g2JVG7w/ubTgzQV9QwY=,android,5,3.0
QXxeUFb47TG6xn1zQy3MSCmedQ4=,ios,6,3.5
HUDybNRIaMreopwyMG8XXZb+rQg=,android,4,3.25
t8d0+x+ooGXdvMBddpA2Cro8uek=,ios,4,2.75
a5uHUZXzil4q6SflqGgcdIdPmAs=,ios,4,4.25
5pm7yStW/uG25JY14HdIAUgSccc=,android,5,3.0
cYZVV7UslsjGhGn/UMJji7Phu0w=,android,5,4.75
fM/3yHjSVPWG/ImwWdVOvhsE3dw=,android,4,3.75
nqLgCJ1QYKnYn59mdgoK0XdpM7Y=,ios,4,3.5
uko06dQpEBNH7GmlYdrf27f5FzU=,android,5,4.0
hOLZQz8Sxu3rcEuDi4d1n2mmpyg=,ios,5,3.75
lTnioAxX59vWHF5JALa3KT5OwDo=,ios,5,4.0
DI6OYAaX+JXlLjnIbR1vYadVcpo=,ios,4,2.0
BTINUH49kfRqgIp5sAFR4uR9JAA=,ios,5,3.75
BCXTeYrTyUq9IbMm3WqKgQazfb8=,ios,4,3.75
HaKfO1bQ24hp0MwPsveeWddt9T4=,ios,5,4.25
mSJavf28GtaFXrnflqnlLzcVyJ8=,ios,5,3.5
P2O0kwfagiw67By2emgVMQM/5WA=,android,5,4.0
jXV4Li16AOycv1sbCASCG9X5GSs=,ios,14,4.0
dqNFrItHUSf30nKNyzmxrlyze0o=,android,5,2.75
8GKxvAI3bix68k/YAHz/Lw88b2E=,ios,5,3.25
Ka0zUPLBgfENi5OflQQr3xAP2ac=,android,6,4.75
i9DmYFLzgNJ4+xpuqNOX3YFj78k=,android,4,4.25
0TELMuoHpuwuELevL2M7nLrmX34=,ios,5,4.5
jiiXA55NqPCO7B2KlcD7mSMENrY=,ios,4,3.75
g5lv7xO4GO1T5uH/ww3yGOhL92E=,ios,15,3.5
LXu4MS5Z5vtKD6hWWy0+JnK3IAg=,android,5,2.75
BQ12odWXOhkzJ3WS4KkCbB6UkcA=,ios,16,5.0
Gy/H0VOS08+FcmWDx15/faZW1KM=,ios,4,3.25
WrYUS8x9QpQaLbeQTSA+huvZZYk=,ios,5,3.0
s1yNqTVqVb4yMG0l+mkT+T3J/MA=,ios,15,3.5
/yIm3wgoZYFrkPW8/ZPnLbaVoC8=,android,5,4.0
B1ggd5XQT0KAVEOrKpPWzTlJoeQ=,android,14,4.75
